rhaD	rhaS	rhaB	rhaA	rhaR	rhaT	arcA	puuR	ydeA	puuD	rpsJ	rpmC	fadJ	fadE	fadR	fadI	fadD	fadA	fadB	fadL	tpx	betB	betI	betA	betT	fabB	icd	hybA	iraM	hybF	ssb	rplC	lldD	lldR	lldP	uvrA	fabA	fabR	rpsS	ybdN	appA	rpsC	rplV	ackA	rplW	hybB	rpsQ	yccB	appY	appB	appC	hyaB	hyaC	hyaE	iscR	hyaF	hyaA	hyaD	narP	napA	narL	napB	napF	napC	napG	napD	modE	napH	ccmH	ccmE	ccmC	ccmG	flhC	ccmB	ccmF	ccmA	flhD	ccmD	nrfF	nrfB	nrfD	nrfE	nrfA	nrfG	nrfC	mdh	glpA	glpB	glpC	hybE	ygbK	flgM	ppdB	flgC	flgF	flgB	gltI	hybC	fliO	fliR	fliJ	ppdA	ycgR	hdfR	recC	flhE	flgH	fliG	flgJ	flgN	fliL	fliT	fliQ	fliS	flhB	fliF	gltK	yhjH	gltL	flhA	fliP	ygdB	flgD	flgI	fliD	fliM	hybD	ppdC	flgA	flgG	fliK	flgE	fliH	fliN	hybG	fliE	hybO	gltJ	fliI	oppD	fdnH	ydhU	cydC	ydhY	oppA	fdnG	cydD	moeB	ydhX	oppB	ydhW	fnr	moeA	ydhT	yecR	fdnI	ydhV	fdhF	ytfE	hcr	hcp	ubiC	ubiA	focA	nuoI	nuoH	norV	nuoC	dmsA	nuoM	dmsC	nuoG	nuoF	nuoJ	nuoA	nuoL	nuoE	nuoB	dmsB	nuoK	nuoN	norW	rplP	rplD	dmsD	ynfH	rplB	dcuS	ynfF	narX	ynfE	dcuC	puuA	ynfG	pflB	fumB	frdA	dcuR	frdC	frdD
0.2368534	0.0000015	0.0000634	0.0004237	0.0027256	0.4193721	0.2156790	0.0653786	0.2686610	0.4004081	0.2088258	0.6635114	0.2535051	0.1521226	0.5650547	0.4805381	0.0008563	0.2321256	0.4815318	0.1736827	0.3613996	0.0046861	0.7426715	0.3878545	0.2894439	0.5560160	0.4861410	0.2877958	0.5885188	0.0080117	0.3022984	0.4569959	0.6839251	0.0000380	0.7652390	0.3796990	0.1950543	0.6576789	0.4621909	0.5306361	0.3399856	0.1677466	0.5285025	0.6557780	0.5757217	0.0153448	0.1923947	0.4995066	0.6106381	0.3466211	0.7289947	0.2878751	0.5003667	0.0115507	0.5376266	0.2569121	0.1160109	0.2525322	0.7950002	0.1357906	0.3889632	0.3193626	0.6054864	0.5000985	0.6410036	0.2639865	0.5489765	0.5466031	0.0105677	0.4109893	0.3133899	0.3087135	0.0635107	0.4254729	0.5478957	0.3251754	0.2930847	0.4460822	0.7026842	0.7345776	0.1742906	0.7575295	0.2942214	0.8166932	0.6024938	0.6523596	0.0967995	0.3367690	0.2157828	0.2482962	0.4488962	0.3390640	0.0012223	0.2645803	0.2061816	0.0983927	0.0892763	0.1502826	0.0314266	0.0000790	0.3362881	0.0877731	0.0400100	0.7051019	0.0000256	0.4826769	0.6409417	0.0023407	0.7120777	0.2476379	0.3678134	0.0178334	0.5924739	0.2669815	0.0001373	0.0519624	0.0007903	0.2344285	0.0690502	0.4600841	0.0153074	0.0625658	0.0510081	0.2954826	0.0452088	0.7231043	0.3095287	0.1559525	0.0017471	0.0083617	0.6323907	0.0623618	0.3009148	0.0786176	0.5606839	0.0664443	0.2710044	0.0588999	0.0500770	0.0296465	0.4948539	0.7218640	0.1659111	0.4381374	0.3324487	0.0417438	0.5315477	0.4578417	0.1668921	0.3895438	0.4935930	0.4695290	0.0444973	0.1356227	0.0001670	0.5189515	0.2853100	0.4071056	0.1496210	0.7439671	0.5215047	0.3799969	0.1081566	0.2137771	0.7068284	0.5870524	0.0066969	0.6575036	0.6728595	0.0284705	0.0846502	0.0324873	0.7769027	0.3699347	0.3174279	0.6235518	0.4901856	0.3666350	0.2565517	0.3679099	0.3490295	0.4055669	0.1589469	0.1965609	0.7162681	0.2516775	0.0579337	0.4962690	0.2010610	0.2632105	0.1699630	0.4393547	0.4194563	0.2368946	0.4760364	0.2853982	0.1657622	0.6827207	0.0338302	0.6432755
0.0913077	0.1563167	0.1899496	0.1743534	0.0180301	0.7397975	0.2797700	0.0010532	0.1936776	0.1885278	0.1284266	0.7118170	0.1111560	0.2853656	0.7185852	0.3225710	0.0011346	0.4764660	0.3971316	0.1087582	0.2646216	0.0368139	0.6461627	0.3323170	0.2095748	0.4402308	0.4064816	0.4422116	0.5998736	0.1232829	0.2463714	0.5220303	0.6374043	0.0369700	0.6722721	0.4525301	0.3393350	0.6790039	0.4705687	0.6226904	0.1656693	0.1448019	0.5464550	0.4157087	0.3586824	0.3419532	0.3521098	0.6697877	0.7405439	0.5570149	0.8440513	0.4066610	0.6928789	0.4733664	0.6145808	0.6900327	0.2326145	0.1558172	0.6629398	0.0602522	0.1234070	0.6393016	0.0543332	0.5944533	0.6916027	0.4259197	0.5398409	0.4547351	0.0007184	0.7615878	0.4868402	0.2974051	0.0815006	0.3831496	0.2445521	0.2815686	0.2273991	0.5520897	0.5744879	0.8198420	0.3599048	0.5075993	0.0414207	0.6974073	0.5730275	0.6961492	0.1869863	0.2248164	0.1450991	0.5926548	0.4362056	0.4717919	0.1418163	0.0341227	0.0009213	0.2629605	0.1372683	0.1898875	0.0162864	0.2466287	0.1923563	0.1682872	0.0381101	0.7243202	0.0113479	0.7148841	0.4654210	0.0065784	0.7010383	0.2465317	0.3569590	0.0188559	0.3526755	0.0001286	0.0628706	0.0013860	0.2144963	0.0245605	0.2696751	0.4513547	0.2142883	0.0019750	0.0262610	0.4908793	0.0006003	0.5737193	0.4472653	0.1529457	0.2121831	0.0011377	0.7169236	0.1077815	0.5232340	0.3703872	0.3237964	0.4566745	0.4915008	0.1019438	0.2240136	0.1923159	0.2613498	0.8171561	0.0769713	0.2807368	0.2214100	0.3504313	0.3980410	0.5745956	0.1143082	0.2459754	0.6930051	0.6636930	0.4341404	0.4888054	0.3190530	0.3395329	0.0608855	0.5675066	0.4537599	0.3805183	0.4471192	0.3146261	0.1318075	0.6866920	0.2023553	0.5901830	0.0371590	0.7367231	0.5293833	0.0934140	0.3902154	0.0048589	0.7756958	0.2906282	0.3330604	0.0876955	0.4484906	0.3902286	0.1687820	0.2439097	0.1309198	0.2966222	0.2954125	0.2429619	0.6971451	0.6756969	0.0557412	0.3662001	0.4244931	0.1477108	0.3176317	0.5911373	0.2843790	0.5286904	0.6304655	0.5163706	0.5565638	0.6418783	0.3398097	0.5146696
0.0003446	0.0739205	0.0001805	0.0041842	0.1271959	0.4181384	0.3415591	0.0042074	0.2058834	0.4376400	0.1245475	0.3806553	0.1063672	0.1778596	0.7410072	0.3120392	0.0548127	0.3875691	0.4448558	0.1587180	0.2310025	0.0149789	0.6471205	0.4340796	0.1920560	0.3931457	0.4733824	0.3777374	0.6814012	0.0100000	0.1693681	0.5355606	0.6768237	0.0001389	0.5764919	0.1619154	0.2058304	0.6437018	0.3921852	0.5706958	0.1531758	0.0706874	0.3835060	0.6626735	0.4719918	0.3285846	0.3473847	0.6243087	0.5996883	0.4445921	0.7379750	0.4545860	0.5100008	0.1837386	0.5680057	0.4857916	0.3455564	0.3997542	0.7991562	0.0107134	0.1618046	0.3918507	0.3961433	0.3961713	0.5664388	0.4732458	0.4705360	0.6261422	0.0090778	0.3931227	0.3944444	0.3529581	0.0897857	0.2398233	0.4201852	0.2234574	0.0649692	0.4619143	0.7251069	0.6888048	0.5015286	0.5414452	0.0130402	0.7638750	0.3080631	0.6052220	0.0091024	0.1776957	0.0246373	0.3571803	0.0227688	0.0444762	0.1122600	0.0961255	0.0051574	0.0048542	0.1176098	0.1423227	0.3504202	0.1213007	0.0527630	0.0045440	0.0036876	0.5470269	0.0000262	0.2191331	0.4336171	0.1049124	0.0072062	0.0250684	0.0134611	0.0054825	0.2483683	0.2099927	0.0000167	0.4059174	0.2859439	0.0032447	0.4992721	0.0111578	0.2532981	0.2894384	0.0007635	0.1048552	0.3490217	0.4017231	0.3239690	0.0465217	0.0000257	0.0008417	0.5673863	0.3257332	0.1017608	0.0183262	0.3095318	0.1084467	0.4438534	0.2277058	0.0941558	0.0766885	0.1134179	0.4309184	0.3396857	0.3251077	0.3309708	0.2774606	0.3944725	0.3570729	0.0850592	0.1383021	0.6832059	0.5323295	0.2214708	0.3380711	0.2595526	0.3163933	0.0780381	0.6262939	0.1966415	0.5346967	0.4318211	0.4842753	0.0911283	0.2528292	0.4074625	0.5891857	0.0232849	0.4068507	0.5733939	0.0680867	0.5488649	0.0738587	0.5541505	0.3195117	0.6531107	0.3822947	0.0335427	0.1603449	0.2144467	0.1763647	0.2908237	0.1016061	0.1427973	0.1100563	1.0000000	0.6240899	0.0523474	0.3873371	0.2075603	0.1933981	0.5006128	0.3977648	0.2776709	0.4152515	0.6119433	0.4552342	0.4913664	0.6191766	0.1104167	0.7026439
0.1615888	0.1705483	0.1347327	0.0680165	0.0005018	0.6857180	0.4514614	0.0002816	0.1087723	0.3185622	0.1406640	0.6657635	0.0967509	0.1181099	0.6075867	0.2599693	0.0002622	0.3037097	0.3502409	0.1008792	0.2728648	0.0065980	0.5822141	0.3758884	0.2002222	0.4748336	0.2177091	0.4173389	0.5636153	0.0280265	0.1880313	0.5011912	0.6121640	0.0534414	0.6527141	0.2661008	0.4088595	0.4822614	0.3902637	0.4469463	0.1664770	0.0501022	0.3842572	0.5534537	0.4031742	0.2945769	0.1902712	0.6946243	0.6701896	0.6509840	0.6517609	0.3348127	0.5827514	0.1770060	0.7405504	0.5096562	0.2013954	0.2123361	0.7323094	0.1702378	0.1273450	0.2336952	0.6287962	0.3926773	0.6315738	0.1962920	0.5380252	0.5650331	0.0037001	0.5434145	0.3977929	0.2291152	0.1342305	0.4438776	0.7115546	0.4683821	0.1847842	0.4492423	0.6965490	0.6802978	0.5067080	0.6385772	0.1140351	0.6114434	0.1886371	0.1569798	0.0855329	0.2246443	0.0002988	0.5695295	0.3570854	0.0987402	0.4418912	0.1060448	0.2024028	0.3487238	0.2641261	0.1559796	0.0729279	0.0002181	0.0451413	0.0792829	0.3205014	0.6253074	0.1018145	0.4066353	0.7204418	0.0008669	0.6338264	0.2701861	0.6480420	0.0229153	0.6244419	0.2982906	0.0005522	0.1516796	0.0154869	0.0309656	0.0730522	0.6803301	0.0566243	0.0201986	0.2160012	0.2578946	0.2671427	0.6411156	0.2875895	0.1772838	0.2887330	0.1690364	0.4018330	0.0000854	0.0078330	0.1565448	0.3859020	0.3894963	0.6723851	0.1998853	0.4051234	0.1906275	0.2598905	0.6330238	0.2413066	0.5090071	0.2429802	0.0001212	0.3486841	0.3523857	0.3502794	0.0645062	0.7260669	0.4931128	0.0839530	0.4747643	0.0003520	0.3615269	0.3294799	0.5533324	0.2564769	0.2868502	0.4266404	0.4692807	0.1605566	0.2061141	0.2248141	0.5655042	0.0769829	0.6628349	0.7377412	0.0349176	0.5946253	0.1149415	0.6346765	0.3950011	0.6315844	0.0798323	0.1084134	0.2548513	0.2898982	0.4387841	0.2091302	0.3880669	0.1109034	0.0672762	0.6471670	0.5498595	0.0531638	0.1817612	0.1059889	0.5625476	0.3815200	0.4827465	0.1826462	0.5367568	0.6534152	0.5996529	0.4797160	0.5717533	0.1674032	0.7038768
0.6978336	0.4269228	0.6762656	0.2530643	0.2942524	0.6331740	0.3925337	0.1545689	0.1481476	0.4242560	0.4060496	0.5592539	0.1010118	0.1217969	0.7494858	0.3768867	0.0002467	0.3601220	0.3171580	0.0521569	0.2237506	0.0061473	0.5126110	0.2397104	0.1602963	0.2987255	0.2242661	0.1068025	0.7428916	0.0131358	0.1935247	0.4395389	0.6864864	0.0180142	0.5078313	0.2805414	0.1400434	0.7780125	0.3231683	0.5107736	0.1708166	0.0657612	0.3367406	0.5172852	0.3334784	0.0351281	0.1386743	0.7307518	0.6902716	0.5166860	0.7572581	0.1517637	0.5460302	0.2114256	0.6494910	0.5223453	0.3334961	0.2772507	0.7620099	0.0768823	0.4279842	0.0233093	0.2089555	0.4985272	0.5486613	0.1478865	0.6516861	0.6706134	0.0080706	0.4916605	0.3763644	0.5284820	0.1130221	0.0995314	0.4067565	0.6594153	0.2062044	0.7942038	0.8407199	0.7654227	0.4276612	0.4854241	0.4116404	0.7746212	0.5960336	0.5522219	0.1760466	0.2544776	0.2832478	0.0595772	0.4348336	0.2285595	0.2104975	0.0173933	0.1264190	0.0446051	0.1611301	0.0147955	0.0606090	0.2529300	0.1689563	0.4279025	0.1219368	0.6476520	0.0009010	0.4942971	0.5250501	0.0022379	0.6822225	0.1575270	0.4807438	0.2856517	0.4087378	0.1740928	0.2097297	0.1760021	0.0284291	0.3892909	0.0465006	0.6704840	0.0284763	0.0586368	0.0834857	0.0931517	0.4884679	0.6751658	0.2586984	0.1441398	0.0001157	0.0062666	0.7178868	0.0939153	0.1514248	0.1331514	0.2998050	0.2472876	0.1582854	0.0006747	0.3226676	0.1265054	0.3152479	0.6248590	0.1618835	0.1731154	0.2996155	0.0926449	0.3737231	0.5203682	0.1571366	0.0466201	0.7133382	0.6290252	0.0205269	0.1523816	0.0152265	0.5464703	0.1177417	0.3194754	0.2161209	0.6647455	0.5671887	0.3405231	0.1372750	0.4771048	0.5113803	0.1872507	0.0123515	0.5473527	0.5575546	0.0378892	0.1307121	0.3151793	0.7944165	0.3350064	0.5803235	0.4154960	0.3916106	0.4762832	0.2078929	0.6107147	0.2856475	0.2999218	0.1723124	0.0783805	0.5447379	0.3607750	0.1852333	0.1472206	0.3790079	0.1122738	0.5180421	0.6804330	0.2383425	0.1210985	0.4814473	0.4713841	0.3573490	0.3543447	0.0006476	0.3652788
0.0252181	0.2177854	0.1743520	0.0780983	0.0039745	0.5928662	0.3515234	0.1530970	0.3395978	0.5340677	0.4431348	0.6148521	0.1006090	0.2257688	0.5816055	0.4878278	0.0298580	0.4270282	0.4663022	0.1107020	0.1988721	0.0443792	0.6794605	0.3485890	0.1466892	0.3952643	0.5716595	0.2992180	0.5537747	0.0979508	0.2355383	0.5601723	0.6696113	0.0172434	0.5175441	0.3304215	0.2628669	0.7495371	0.3494306	0.5133028	0.1137772	0.0722965	0.4485420	0.3949348	0.4192295	0.2585451	0.3322517	0.7351994	0.7167454	0.2898162	0.5999759	0.1214386	0.6513624	0.0891720	0.7088086	0.1068138	0.3136034	0.1185271	0.7265848	0.2326536	0.2238337	0.0500460	0.2907455	0.6596137	0.5971311	0.3093137	0.7546567	0.6732530	0.0239112	0.0614388	0.4723760	0.3195557	0.2188044	0.3776455	0.5359220	0.5591940	0.2051454	0.6728047	0.6323074	0.7342671	0.2447495	0.5303744	0.0478943	0.7578612	0.6722706	0.2787759	0.4157128	0.3690186	0.0810653	0.4679563	0.5842439	0.6373677	0.0072368	0.1699397	0.1740103	0.1109684	0.2448769	0.3346122	0.0705531	0.0111667	0.3525068	0.4273351	0.1278096	0.4569413	0.0447367	0.5653287	0.6740286	0.3386489	0.6047569	0.2054726	0.6712443	0.1035362	0.4650386	0.0015850	0.0976959	0.0078141	0.0569071	0.1247258	0.0556673	0.5751662	0.0494743	0.0566007	0.0190325	0.2270371	0.0538851	0.7126506	0.2976458	0.3242732	0.0189179	0.0741369	0.5810249	0.0030974	0.0246733	0.1534665	0.5175317	0.7219566	0.4741105	0.0009053	0.2748928	0.0848006	0.0489241	0.6541185	0.3799418	0.4043558	0.2457107	0.0409178	0.4044285	0.5459511	0.0747329	0.2214297	0.6347048	0.7124611	0.0265534	0.4215494	0.0207366	0.5216069	0.1877513	0.5868638	0.0385211	0.3873719	0.4158630	0.3820718	0.0259661	0.7304079	0.5008685	0.4594617	0.0177558	0.6632786	0.4066718	0.0341118	0.4768930	0.1421489	0.7547791	0.2456633	0.7445313	0.4407746	0.2863788	0.3541689	0.3059840	0.5156352	0.2206235	0.4101132	0.1739444	0.2579321	0.7540549	0.4336408	0.0572536	0.2223898	0.4740099	0.4696369	0.4662146	0.4365547	0.1515656	0.3356281	0.6082281	0.8107067	0.2903398	0.6217163	0.2349865	0.5107620
0.0048106	0.1181323	0.0235846	0.0475763	0.0006997	0.3373582	0.4829532	0.0193371	0.0546274	0.4297213	0.1623524	0.3732788	0.0476320	0.0641599	0.8059013	0.3183789	0.0091684	0.2823882	0.2136909	0.0222836	0.2827475	0.0719235	0.3793027	0.6953829	0.1529781	0.1990086	0.2788950	0.0980561	0.6799173	0.0239228	0.1924748	0.0828959	0.6062207	0.0521849	0.5881630	0.1794238	0.5487839	0.6216448	0.2999261	0.4437078	0.3368107	0.0286868	0.5557655	0.4643681	0.1536322	0.0134370	0.2839337	0.5676326	0.6973204	0.4525296	0.6726260	0.3197681	0.6222672	0.3815641	0.6172859	0.4193830	0.1901581	0.1885179	0.2614167	0.2005662	0.4845484	0.3932161	0.2082664	0.6247463	0.1647332	0.3517845	0.7275082	0.3730007	0.0763534	0.1865049	0.0545924	0.0734362	0.1391819	0.0738319	0.3748020	0.4575525	0.0067472	0.5422250	0.5857095	0.6002734	0.0309479	0.5401508	0.2766959	0.7854582	0.2704098	0.5006218	0.0000595	0.2016280	0.0559330	0.0899143	0.0085525	0.3171991	0.0171258	0.3089222	0.0274648	0.2152185	0.3335789	0.0047551	0.0628179	0.0369939	0.2408631	0.0025347	0.1030130	0.4967006	0.0012524	0.1084522	0.3035071	0.0032672	0.0021769	0.2256038	0.0876622	0.0058945	0.0267179	0.0000181	0.2886424	0.2870694	0.1222378	0.0002274	0.1278429	0.2120630	0.2625100	0.0059984	0.0470157	0.0123088	0.0000733	0.3989046	0.2331211	0.0574964	0.0002692	0.0015370	0.4606337	0.0000116	0.2943943	0.0550239	0.1327283	0.0004800	0.0938383	0.0000000	0.2008771	0.0042872	0.3967233	0.5122620	0.2556342	0.3086055	0.1321737	0.1552108	0.5644976	0.5196484	0.7732293	0.1677912	0.6647728	0.3287402	0.3103852	0.4690463	0.2468064	0.6750220	0.2888765	0.1096340	0.5598672	0.7042196	0.5487763	0.3682722	0.2852995	0.5513174	0.6176867	0.5724210	0.2170079	0.3287151	0.4885737	0.0100441	0.0564959	0.0950181	0.6042693	0.0997420	0.5932224	0.5436571	0.2146403	0.3871896	0.0341094	0.5169342	0.1538486	0.6315898	0.1235502	0.1594728	0.3819587	0.2593293	0.0223894	0.1502108	0.3340730	0.5053967	0.1941747	0.4779458	0.1954392	0.1508146	0.3863425	0.7237840	0.3073384	0.1532724	0.0037352	0.5980027
0.4996985	0.2032751	0.2982511	0.0936457	0.0194686	0.6053282	0.3416008	0.0978767	0.3456336	0.5510690	0.5362562	0.3760044	0.1547406	0.2250192	0.7936801	0.4420310	0.0722341	0.4459597	0.5029455	0.1401954	0.3205965	0.0587289	0.7804789	0.4657390	0.2268736	0.4071529	0.5386219	0.3504473	0.5620461	0.0363394	0.4212362	0.7986219	0.7159299	0.0233205	0.2213480	0.4291097	0.4524708	0.5141884	0.4185173	0.5343351	0.0855669	0.1113933	0.5001045	0.4237148	0.4457286	0.1994729	0.2553895	0.7124477	0.6651682	0.5062562	0.5661159	0.0251899	0.3795430	0.1516985	0.6252574	0.5764187	0.1219262	0.0998867	0.6934050	0.0212884	0.4964158	0.0309729	0.2312216	0.5691205	0.5359180	0.1670005	0.7199416	0.6887173	0.0037255	0.2581127	0.5272767	0.3503450	0.2006137	0.4720908	0.1634988	0.4045782	0.1561285	0.5339435	0.6222600	0.7270406	0.2744824	0.5786918	0.1817507	0.7979723	0.3444775	0.6239796	0.0822155	0.3507992	0.1400107	0.3024573	0.6531033	0.0938147	0.0022778	0.0357243	0.0006038	0.0942368	0.0919221	0.2172274	0.0190981	0.0866953	0.1387159	0.2213678	0.0351466	0.7270481	0.2611966	0.5297238	0.4121790	0.0270210	0.7263257	0.0860056	0.3049387	0.0270594	0.4140558	0.0679031	0.0556214	0.0649041	0.3308720	0.1045716	0.0088132	0.6378053	0.0146950	0.0021925	0.0000753	0.1893188	0.1107695	0.6189094	0.2432263	0.1016337	0.0027126	0.2765288	0.8364477	0.0000989	0.0642797	0.1606739	0.5707538	0.0455616	0.2662075	0.0009328	0.1258617	0.0464760	0.1095801	0.4027281	0.1631366	0.1356769	0.1489444	0.0998952	0.4660185	0.3858953	0.2284224	0.1309677	0.5880590	0.7583283	0.0519190	0.6052316	0.3144364	0.4373919	0.1962644	0.3579599	0.2358885	0.5678397	0.4998280	0.2932761	0.2511820	0.3836655	0.5397612	0.4786545	0.0037746	0.6729772	0.5915302	0.0261649	0.2075138	0.2522573	0.7408000	0.3136871	0.4816815	0.4096466	0.2765113	0.4235203	0.2036504	0.4864002	0.2022030	0.3170605	0.3870331	0.2719269	0.6341834	0.2119061	0.0660192	0.2300247	0.5037553	0.3615136	0.0031011	0.4668191	0.1081901	0.3085787	0.5260518	0.3602188	0.6181309	0.4489781	0.0098604	0.6240815
0.1249617	0.2709705	0.4461402	0.0650729	0.2318439	0.2623167	0.3464083	0.0112562	0.3505413	0.5596966	0.3652176	0.5167692	0.0370544	0.2663297	0.7287860	0.3186326	0.0046589	0.4557604	0.4854234	0.0856122	0.4320717	0.0015347	0.5828017	0.3957325	0.2408938	0.3817936	0.4520532	0.1639491	0.6302992	0.0407748	0.2753187	0.4466330	0.6293373	0.0545372	0.9473720	0.3890275	0.4058474	0.4875939	0.5369384	0.5476948	0.0959114	0.1005089	0.3862699	0.3890771	0.3613306	0.1811184	0.2057794	0.5834356	0.5951606	0.4275752	0.7814993	0.1603431	0.2525982	0.4192244	0.6148596	0.5675336	0.1804922	0.1533220	0.6515826	0.0317142	0.2410525	0.1994085	0.3145701	0.5443452	0.2523861	0.3688913	0.3502225	0.8209030	0.2712701	0.1239894	0.5584262	0.4049770	0.1909999	0.2654741	0.4651413	0.3994791	0.1240876	0.3991916	0.7677789	0.6502140	0.2028319	0.5389121	0.0748059	0.7056685	0.4972519	0.2131369	0.2130662	0.2406590	0.1246328	0.4562461	0.2633498	0.0748826	0.0012195	0.2725199	0.0337903	0.3114415	0.1202605	0.2342953	0.0359164	0.1514795	0.0941746	0.4792831	0.0249152	0.5529825	0.1193775	0.4092160	0.6269156	0.0408249	0.6403460	0.0190240	0.5531929	0.0739622	0.3228649	0.0001379	0.0453465	0.1564261	0.2638270	0.0327894	0.0101368	0.4202979	0.1036948	0.2402231	0.0000926	0.3038367	0.0606544	0.5118796	0.4036747	0.0814670	0.0460622	0.0066774	0.5313109	0.2497842	0.0113888	0.2831375	0.4500874	0.2075785	0.4652903	0.1553696	0.1917438	0.1190079	0.1128026	0.6622036	0.2285646	0.2145688	0.2430288	0.0141548	0.2767844	0.2017738	0.3043988	0.2286222	0.6931755	0.6153341	0.0522878	0.4110265	0.5371049	0.4647567	0.2464467	0.5723020	0.4296172	0.5396771	0.4687379	0.2799958	0.1677908	0.2570331	0.4970615	0.3023349	0.0200262	0.6770039	0.4667391	0.0686022	0.2705015	0.1006444	0.7083373	0.6223457	0.6848969	0.2918520	0.1771879	0.1906427	0.1003207	0.3530200	0.1048133	0.3323520	0.2001325	0.1185626	0.6880419	0.2629292	0.1114880	0.4393841	0.3889613	0.5385034	0.0058869	0.3675751	0.2537558	0.4782719	0.6381943	0.5701774	0.4121003	0.6638991	0.0484023	0.8494491
0.1261594	0.0024619	0.0228685	0.0069626	0.0394765	0.4013020	0.4262473	0.0444272	0.0405075	0.4274562	0.3725638	0.3229548	0.1413553	0.1087992	0.5583261	0.3088166	0.0000920	0.3169905	0.1843016	0.0879703	0.3729833	0.0004354	0.3620041	0.5979082	0.1371785	0.6498538	0.2060968	0.2277896	0.6195414	0.0831760	0.0240227	0.0950665	0.7363694	0.0543024	0.6349514	0.1075395	0.5293932	0.3315645	0.2855193	0.4755771	0.2612915	0.0478274	0.3773866	0.5727291	0.1977297	0.2643229	0.0309372	0.6075624	0.6351779	0.5227538	0.6089163	0.3378088	0.2830069	0.1406568	0.4986775	0.4188756	0.1808145	0.1744570	0.6812062	0.0450422	0.2016096	0.0987201	0.5058724	0.6887225	0.4368545	0.2148787	0.6319096	0.4861781	0.0067948	0.1347866	0.2010844	0.2243373	0.1262265	0.5990672	0.3240538	0.3955038	0.1157045	0.3035365	0.5312361	0.7663208	0.1687562	0.6701315	0.0285608	0.7460254	0.1462842	0.4149969	0.0073971	0.1582298	0.1847230	0.2999769	0.1334548	0.2288128	0.0398279	0.0280219	0.1002448	0.0229511	0.2233292	0.0456387	0.0128047	0.0008320	0.0741409	0.2438131	0.0537691	0.8588036	0.1949699	0.6737913	0.5736559	0.2258475	0.7483844	0.0131991	0.3635926	0.0197465	0.2632806	0.0078682	0.0001674	0.2558896	0.0954090	0.3472323	0.0020868	0.4887553	0.3097365	0.0030533	0.0008993	0.3674251	0.0022615	0.5839377	0.1444249	0.0739702	0.3014109	0.0369938	0.7508923	0.1032669	0.0226273	0.1880351	0.1956599	0.0137498	0.4960414	0.0008704	0.2085883	0.0148788	0.2295497	0.6226364	0.2636608	0.7118557	0.0295511	0.0224494	0.5063698	0.2770846	0.1776330	0.1414546	0.5686478	0.3439351	0.5202024	0.2682622	0.0265757	0.5126845	0.0531541	0.3796613	0.0811093	0.5420481	0.2595887	0.5445259	0.2168380	0.2794296	0.3648647	0.5784228	0.0640839	0.7820567	0.4976351	0.0893894	0.4102819	0.2203653	0.4183866	0.2864816	0.6623075	0.0892294	0.1424210	0.3924782	0.2878129	0.6553809	0.2146940	0.3726014	0.0932151	0.0655409	0.6627095	0.3980397	0.0197161	0.3397191	0.4489322	0.6734769	0.2301312	0.5509891	0.2426088	0.2743691	0.6161267	0.5490519	0.3954106	0.4150272	0.0797797	0.6646152
