nrfD	narP	ydhT	ydhX	ydhU	narL	ydhV	ydhW	ydhY	fdnG	fdnI	fdnH	hcr	ytfE	fdhF	hcp	yoaG	yeaR	nsrR	nrfC	nrfB	nrfA	nrfF	nrfE	nrfG	flhD	ccmE	ccmF	ccmH	flhC	ccmC	ccmB	ccmA	ccmD	modE	ccmG	napH	napF	napB	napC	napD	napG	napA	iscR	fnr	yecR	fliY	fliZ	fliA	norW	hyaA	hyaC	hyaD	norV	norR	dmsB	hyaB	appY	hyaE	hyaF	dmsA	dmsC	glpA	glpB	glpC	ppdB	fliR	gltL	flhA	flgG	fliN	fliQ	fliL	flgH	fliI	yhjH	fliK	hdfR	dcuS	ycgR	flgD	pheM	fliD	flgI	fliP	gltI	flgB	ppdC	gltJ	ygbK	flgC	fliO	dmsD	ygbA	ppdA	ynfG	ygdB	flgM	flgJ	flgE	flgN	fliG	fliH	flhB	flgF	fliF	flgA	fliE	fliJ	ynfE	fliT	ynfH	fliM	rplT	ynfF	gltK	narX	fliS	recC	flhE	nikB	nikR	nikE	nikD	nikA	nikC	frdA	aspA	moaB	moaA	lrhA	cydC	moaE	cueR	moaC	moaD	hydN	frdD	dcuR	frdC	frdB	dcuB	fumB	cydD	dcuA	qseB	moeB	moeA	nirD	nirC	cysG	nirB	mdh	hmp	hypF	glpR	adhE	hycD	narK	hypD	hycG	fhlA	hycB	hycE	hycA	hypC	hycI	hypB	hycH	hypE	hycC	hycF	hyfC	hyfE	hypA	hyfF	hyfR	focB	hyfD	hyfA	hyfG	hyfJ	hyfI	hyfH	hyfB	aceF	ubiA	aceE	ubiC	mglB	scpA	cueO	rybB	yqjI	rpsI	xdhA	rffE	rffD	ydeJ	tadA
0.2090552	0.7134966	0.3169846	0.2602552	0.0002592	0.4299595	0.5185622	0.5403480	0.2744691	0.0523325	0.5034576	0.2678413	0.6165000	0.3918557	0.6362869	0.7872806	0.6755803	0.0172777	0.6245779	0.3930930	0.5198206	0.6825271	0.0012956	0.4469580	0.3651981	0.0026327	0.5487926	0.0338454	0.2691056	0.6415756	0.3338320	0.5561986	0.4222134	0.2848235	0.6495151	0.3482008	0.5184027	0.5763021	0.0035171	0.0931812	0.4372024	0.1618788	0.6777432	0.5287448	0.8420714	0.6825593	0.4374794	0.2438895	0.0429257	0.2382402	0.6719875	0.6602534	0.0107773	0.3276432	0.2784642	0.1510669	0.5660146	0.8050937	0.2460369	0.3286629	0.2076892	0.6761230	0.1229234	0.3269342	0.0593849	0.0016154	0.2093016	0.6203766	0.4235504	0.1839065	0.6387616	0.0000014	0.1778258	0.2815168	0.3341528	0.0319271	0.3802923	0.6411713	0.0070944	0.0021295	0.6626094	0.2093814	0.0387454	0.4527264	0.2979974	0.1695137	0.1368933	0.4194979	0.4186150	0.3401678	0.0108141	0.1131917	0.4198400	0.0154359	0.3832766	0.7720828	0.3154041	0.0058541	0.7044962	0.4101211	0.6043955	0.3651399	0.2206697	0.1542142	0.2514684	0.2272055	0.2851829	0.4950786	0.2010118	0.6376016	0.3858225	0.3216443	0.0000871	0.0005385	0.4920187	0.0612215	0.6873084	0.5412701	0.0006392	0.2560832	0.3897893	0.4262905	0.1865820	0.4559979	0.4482148	0.4173355	0.0000278	0.2082231	0.4220351	0.2927301	0.6078009	0.6306001	0.3989986	0.6531720	0.0620502	0.1858478	0.0383891	0.2543788	0.6755740	0.5908681	0.6671511	0.3416753	0.2269776	0.4688274	0.0772202	0.5184665	0.3289218	0.2265489	0.6430496	0.2741315	0.6780418	0.6932838	0.2037135	0.2337021	0.6007729	0.7930944	0.2720021	0.2630848	0.6021095	0.5568654	0.1640063	0.2403745	0.3318691	0.0552039	0.5192650	0.1065070	0.0987426	0.5459997	0.2697735	0.1039743	0.1832253	0.6031879	0.1402630	0.1157619	0.5060100	0.1662714	0.0861078	0.2089901	0.0895714	0.1098765	0.2588188	0.6347527	0.0005669	0.2911307	0.2733037	0.6508949	0.0161634	0.4636283	0.0173077	0.0552014	0.6092162	0.5444152	0.2811783	0.4715307	0.1531146	0.5575250	0.2128068	0.1587730	0.5860675	0.3056476
0.1808733	0.6806864	0.1671077	0.6235113	0.0332123	0.6079724	0.3651626	0.6362131	0.3352300	0.1547787	0.4491823	0.5812856	0.3529195	0.6190446	0.4270045	0.4119875	0.6503335	0.0972051	0.6682016	0.0001045	0.6521171	0.3299597	0.1528508	0.0479683	0.6304287	0.0482827	0.6178716	0.1594949	0.1552769	0.6765968	0.4259130	0.6605078	0.5443790	0.3370518	0.5094514	0.4719813	0.2466274	0.3059754	0.0190100	0.1169956	0.4833370	0.0000105	0.4675113	0.5272803	0.7066200	0.5981314	0.3024399	0.1720604	0.2353794	0.1248062	0.3790542	0.3494045	0.0849975	0.2894234	0.2918212	0.5228288	0.7667148	0.6902011	0.4716607	0.4047844	0.1217499	0.6646829	0.0943499	0.1825708	0.6008306	0.6308805	0.4562246	0.6742542	0.4194127	0.4502852	0.7405973	0.0441037	0.1222959	0.4236532	0.5610334	0.0936173	0.6355241	0.6622379	0.0059711	0.2303370	0.6865917	0.2831549	0.0483280	0.6113370	0.4719158	0.0800235	0.0015024	0.4186055	0.3930641	0.4869563	0.0218834	0.4463789	0.2812326	0.0010934	0.4623037	0.7406876	0.2921503	0.1091327	0.6742493	0.5934034	0.4282115	0.2601193	0.2258873	0.2420042	0.3570373	0.2474569	0.2428859	0.6024993	0.6378384	0.6567377	0.4548079	0.4251770	0.1088365	0.0847106	0.4665380	0.0619033	0.4471528	0.4841815	0.0807923	0.4296074	0.4887471	0.5445849	0.1594213	0.1496454	0.3316717	0.3788244	0.0000377	0.2521913	0.3084859	0.3414994	0.4872081	0.7035963	0.1790595	0.6661983	0.0503782	0.3832608	0.1916176	0.4259244	0.2381392	0.1899685	0.6773512	0.5144529	0.0379514	0.5719312	0.3346344	0.6720615	0.4167900	0.2709883	0.6002435	0.2240599	0.5660717	0.6209764	0.2070947	0.2229014	0.4775318	0.6352307	0.3286410	0.2900961	0.7605999	0.4190925	0.2020645	0.2437043	0.1791688	0.2528417	0.2500153	0.1990224	0.0421520	0.5944179	0.1917741	0.1692466	0.0764401	0.6485469	0.5368945	0.2313292	0.0892253	0.1761770	0.3005768	0.3166782	0.1474866	0.3316673	0.4122646	0.3806415	0.0092851	0.3090788	0.4748306	0.5313779	0.0026588	0.1296466	0.0021623	0.1370634	0.6142071	0.6257074	0.4043529	0.5273354	0.2027368	0.5518950	0.2094196	0.4026707	0.5482631	0.2759558
0.1786202	0.7463749	0.1278542	0.4101425	0.0676697	0.5632659	0.4822952	0.5380146	0.4702906	0.0006885	0.5305388	0.5015812	0.3935242	0.4865590	0.4841406	0.4959039	0.2546830	0.4208795	0.6469930	0.0394285	0.7167095	0.4163426	0.4715539	0.1610340	0.4015154	0.0024603	0.4646669	0.0019097	0.4426955	0.4969645	0.3277616	0.6490262	0.6410215	0.2464158	0.6924310	0.0506168	0.3041535	0.3363869	0.1371130	0.3010636	0.4591893	0.0392673	0.6383447	0.6586672	0.4438668	0.5442990	0.2328633	0.0619786	0.0458629	0.1044609	0.2775610	0.6158907	0.0008886	0.2082756	0.2366185	0.3553143	0.5593102	0.6561896	0.3584735	0.1016960	0.2084854	0.6468969	0.0001560	0.1295239	0.0442984	0.0459545	0.1217536	0.5436858	0.3837639	0.0003016	0.9881670	0.0008138	0.0064333	0.4513244	0.2514283	0.2120003	0.5307433	0.6367994	0.0152493	0.2567408	0.6478607	0.4394570	0.0273038	0.4132435	0.0781011	0.0914425	0.0615855	0.2868871	0.3294148	0.2768857	0.1125344	0.1386944	0.2481096	0.0555679	0.1932223	0.3018166	0.2529117	0.0107531	0.2816195	0.2828148	0.4802747	0.1164067	0.1008520	0.1917082	0.2295551	0.1149186	0.3016916	0.2742162	0.2028814	0.6540857	0.4319012	0.3886680	0.0928458	0.0009367	0.6308924	0.0006758	0.5674704	0.3046558	0.1986177	0.4300580	0.2215048	0.5384897	0.1126232	0.0433514	0.0656106	0.2781122	0.0533126	0.3549185	0.2045096	0.2446478	0.7245033	0.4767966	0.6180448	0.7237181	0.1354487	0.4404342	0.2933652	0.7283168	0.3288438	0.4579810	0.4783576	0.5104730	0.1014737	0.5405252	0.0080917	0.6767355	0.5990053	0.4568260	0.7034408	0.2474297	0.6352158	0.6387916	0.5627797	0.4634117	0.4723050	0.5882507	0.1135152	0.3456979	0.6918049	0.1419237	0.1422709	0.3576804	0.4221385	0.1103507	0.6419062	0.2152558	0.0006833	0.4275062	0.3291726	0.0689928	0.2638577	0.7084522	0.4685646	0.3598778	0.0514286	0.3260799	0.3602968	0.5200336	0.2988452	0.4188184	0.2218310	0.4289873	0.1384164	0.2847665	0.7546129	0.4472637	0.0320969	0.2615753	0.0048859	0.0199466	0.6635797	0.3794920	0.4231419	0.3333903	0.1338230	0.4928524	0.0812119	0.2565325	0.3937707	0.2494760
0.0375515	0.7007910	0.4048128	0.1909674	0.0304862	0.4300347	0.4914015	0.5539011	0.3593566	0.1698286	0.1715612	0.2712857	0.2838169	0.4046557	0.5858849	0.5295755	0.3688107	0.1017000	0.6171927	0.3962240	0.6758546	0.5242537	0.0037695	0.0002233	0.6156049	0.0024519	0.8999465	0.1777428	0.0000000	0.7736489	0.5553233	0.4605139	0.5243279	0.2057248	0.5872355	0.0374792	0.6093742	0.1647527	0.0010941	0.0804840	0.4650927	0.0000818	0.6434334	0.7426229	0.8114406	0.5845498	0.1651687	0.0592630	0.1361615	0.1134008	0.2769903	0.6565636	0.0107380	0.1387691	0.3626407	0.3966867	0.6676782	0.5861821	0.4181734	0.2460397	0.0421456	0.5109133	0.0035352	0.5416590	0.4965861	0.0066602	0.2531874	0.5688444	0.4641341	0.0042595	0.6195310	0.1498893	0.0000006	0.5006067	0.4052463	0.0760762	0.3766127	0.6674124	0.2239125	0.0037521	0.7479772	0.2608888	0.0012233	0.5494068	0.0895751	0.0496201	0.2055742	0.4814232	0.5302094	0.3096288	0.2297031	0.0755214	0.3529266	0.0002807	0.5420374	0.5838132	0.2700441	0.3509519	0.5496890	0.3494818	0.5677643	0.2536942	0.2894379	0.4063294	0.3013252	0.2021443	0.2976958	0.3005211	0.3423153	0.6334756	0.5662935	0.0144347	0.0008359	0.0001314	0.5200794	0.2641459	0.5386756	0.5195826	0.0002996	0.2461788	0.3438882	0.4092015	0.0000117	0.4213790	0.3868060	0.2046987	0.2828529	0.1546996	0.3184674	0.3138408	0.6779576	0.5560298	0.2590099	0.6154182	0.1206636	0.2643801	0.0827365	0.3668868	0.5321173	0.6047412	0.5255347	0.3604196	0.1537919	0.4420379	0.0554024	0.4877314	0.4094842	0.2343744	0.6856677	0.1097520	0.6772730	0.6913474	0.3538281	0.3585780	0.6324842	0.6447947	0.0002247	0.4305947	0.6068815	0.2029542	0.1568266	0.2194090	0.5223170	0.0124878	0.2787674	0.2656055	0.3372188	0.4964331	0.3826119	0.2868417	0.0101503	0.5382629	0.2917881	0.0963880	0.2663965	0.3140221	0.0566743	0.1719272	0.0517624	0.2523537	0.0148921	0.3858954	0.0008899	0.4280058	0.2486744	0.5594729	0.0015084	0.3365578	0.0103621	0.2033503	0.7581782	0.4853422	0.4023223	0.4650279	0.0541454	0.6023510	0.3181074	0.2811558	0.6468593	0.2559088
0.1457641	0.6548915	0.3443129	0.6499306	0.0592962	0.3620756	0.6703017	0.7232777	0.4648121	0.3550796	0.4869524	0.1950867	0.3245064	0.2554249	0.4791424	0.5633167	0.3880445	0.1335802	0.6302113	0.0790646	0.3073431	0.5390298	0.0643842	0.0215158	0.2560362	0.0010322	0.5749268	0.2234142	0.4249878	0.5621009	0.4289926	0.4618096	0.5008685	0.6002793	0.5176762	0.0623300	0.4698059	0.6212464	0.0003165	0.2760583	0.3559079	0.0483221	0.6483478	0.6678742	0.6890534	0.6107593	0.3778853	0.0004779	0.0319585	0.2385651	0.4766973	0.7191562	0.3204691	0.1026750	0.3589944	0.3088116	0.6411538	0.7097480	0.2867006	0.2086332	0.1456593	0.5622670	0.0019883	0.1859762	0.6477098	0.0223373	0.1737377	0.5034358	0.4121523	0.0000130	0.5697798	0.0000004	0.0000007	0.6216367	0.4815581	0.0008125	0.5009173	0.6703420	0.3171633	0.0018460	0.6926238	0.3385425	0.1475060	0.3904286	0.0101280	0.0000058	0.0000952	0.3305278	0.4860265	0.3769869	0.2054796	0.0056446	0.4560173	0.0204496	0.3828087	0.7098784	0.2678091	0.0016447	0.3844431	0.5238614	0.7336493	0.2368867	0.3009958	0.4229804	0.4194125	0.0960390	0.3369851	0.2430638	0.1992472	0.6523136	0.7408366	0.1469887	0.1473823	0.0064249	0.8697452	0.1985000	0.4834872	0.4583785	0.0001033	0.4609142	0.5713604	0.3442178	0.1517488	0.2568554	0.4790483	0.4662282	0.0000030	0.2297020	0.2840550	0.3328498	0.6101869	0.4858698	0.0177774	0.6430272	0.1680939	0.1221131	0.0550249	0.6332642	0.6308099	0.6863655	0.4040465	0.4846196	0.3749272	0.7032456	0.1466708	0.4659519	0.4159806	0.2385274	0.6252192	0.0784713	0.7451916	0.5933646	0.3159983	0.3346427	0.5347570	0.7138835	0.2066912	0.4682114	0.5347385	0.2755146	0.1865492	0.2342439	0.5105703	0.0676528	0.1978174	0.0888190	0.2039466	0.7756201	0.2455263	0.1204601	0.1262649	0.5469453	0.2810437	0.1301455	0.1459327	0.1612291	0.1338980	0.2942555	0.1572374	0.3475039	0.0166238	0.5952732	0.1090126	0.2722903	0.1970804	0.4899068	0.0016425	0.4045873	0.0182211	0.1523388	0.6304180	0.4014539	0.2424139	0.5208663	0.1770637	0.5235012	0.2112819	0.3158520	0.7352816	0.1658120
0.0171122	0.4942499	0.1229688	0.3846044	0.2649581	0.4071000	0.6432611	0.6190618	0.4171295	0.1731846	0.4776607	0.2654658	0.5288184	0.4394065	0.6904175	0.4882577	0.4108679	0.2254516	0.5853587	0.0460991	0.5350449	0.4941803	0.4381158	0.4837152	0.6181038	0.3078604	0.6023939	0.4060400	0.4060123	0.6707199	0.6776284	0.6786565	0.5230444	0.5334470	0.5916091	0.4566469	0.4663019	0.4284926	0.2730469	0.3103543	0.5054835	0.0988175	0.6523350	0.6310362	0.7166836	0.6962475	0.5957487	0.1010697	0.3943389	0.1692340	0.2948810	0.7049700	0.2676949	0.3794108	0.1942505	0.3546839	0.4635794	0.7724434	0.4028748	0.2784235	0.2073705	0.6388243	0.1685703	0.2809794	0.4388640	0.6885897	0.5277305	0.5182613	0.6734024	0.3735393	0.5913282	0.5240383	0.7156073	0.3141392	0.7696792	0.3303329	0.6257181	0.6114808	0.3862601	0.6547515	0.6993978	0.2674480	0.4199585	0.6632791	0.6179279	0.2468248	0.3174298	0.5543183	0.5769225	0.5604152	0.2960480	0.6524568	0.5664380	0.0034860	0.3660318	0.8085706	0.3720014	0.2695165	0.7381916	0.7393796	0.6829843	0.4722950	0.4282778	0.3965159	0.3762113	0.5568010	0.6116286	0.3689406	0.7709391	0.4147507	0.5809618	0.2249642	0.2776583	0.0001181	0.5822479	0.6194097	0.5293264	0.5448834	0.5757036	0.3213901	0.2648990	0.3390901	0.1667216	0.5483476	0.4392401	0.4241693	0.3716524	0.1569321	0.3878237	0.5018928	0.4825912	0.4163295	0.2731422	0.6892758	0.1076743	0.3314547	0.2197996	0.3543353	0.4272574	0.5225411	0.4444191	0.5792133	0.2989347	0.5179059	0.3716887	0.4179337	0.3319824	0.1984024	0.6526747	0.1716489	0.6818306	0.6305333	0.2005771	0.2372030	0.5682328	0.6013843	0.4153191	0.4281772	0.6231561	0.2947123	0.2649253	0.2753017	0.5257829	0.2532241	0.4627924	0.3528022	0.0000662	0.5383483	0.1182603	0.3722222	0.0622821	0.7507924	0.4443582	0.2044402	0.3273467	0.5083700	0.3240839	0.6028400	0.4571824	0.3922415	0.0913559	0.5669936	0.0448427	0.1404146	0.4268333	0.2874866	0.0005400	0.4674226	0.0125197	0.0369430	0.5635775	0.4319534	0.3794327	0.4577829	0.1317974	0.6061443	0.2836024	0.3402098	0.5849400	0.2982328
0.0533245	0.6565899	0.1610603	0.4427994	0.1310964	0.2047902	0.5640561	0.4563296	0.5371084	0.3218979	0.0199142	0.2630338	0.3257802	0.2106084	0.6003032	0.5519808	0.2840575	0.0106152	0.6878240	0.1371731	0.5478999	0.6022541	0.4656552	0.0830598	0.4699036	0.1179512	0.6300573	0.4389213	0.0006771	0.7107909	0.2751856	0.6151350	0.7245174	0.6317350	0.7135710	0.4312552	0.5055626	0.2368451	0.2231005	0.1471077	0.6010049	0.0024961	0.6271387	0.6172338	0.6606805	0.6885030	0.3889120	0.0350208	0.1540033	0.1631683	0.3236350	0.6280372	0.0111605	0.2455369	0.2625270	0.4823840	0.6467189	0.6679055	0.4939661	0.2948585	0.1490498	0.7165572	0.2044288	0.2055998	0.3461330	0.6297297	0.6478959	0.6092651	0.4409789	0.3461418	0.5867586	0.2193516	0.5617217	0.4053593	0.4012406	0.1856677	0.4935341	0.7010170	0.6642691	0.4448078	0.6138908	0.3696456	0.3903611	0.7842158	0.5752365	0.1558940	0.6227806	0.5993144	0.5170807	0.4095118	0.1507961	0.6146875	0.5798497	0.0012495	0.5789026	0.7609946	0.2140298	0.3679360	0.7948362	0.6407126	0.5146635	0.1544064	0.2502747	0.1481470	0.2319966	0.4708117	0.6474918	0.2925973	0.6515454	0.3302261	0.6443671	0.3146214	0.1712035	0.0544571	0.6408464	0.4682189	0.5489372	0.5685059	0.6236007	0.2102679	0.5336563	0.6408103	0.1673537	0.6674000	0.3667532	0.3292839	0.2259707	0.4246655	0.2021208	0.3036015	0.7475899	0.3881696	0.0982403	0.6240275	0.0804825	0.1624689	0.4234324	0.3185182	0.5057295	0.5919483	0.6788172	0.6622821	0.5203433	0.4565832	0.3131255	0.6824951	0.3080562	0.3515618	0.6544064	0.0021838	0.6705492	0.6182109	0.1225099	0.1918000	0.6245600	0.6492653	0.1748610	0.6104102	0.5984182	0.1806942	0.2423234	0.3545860	0.5769104	0.1553352	0.5998179	0.3296079	0.1110902	0.7352354	0.5505831	0.2609395	0.1778938	0.6050954	0.3111073	0.1898750	0.3725484	0.0705720	0.1518875	0.2261224	0.1335210	0.4582745	0.1577889	0.5324151	0.2857376	0.3009493	0.2354747	0.5380992	0.0262395	0.4245353	0.0134666	0.1179203	0.5991534	0.4310770	0.1876368	0.4336330	0.0663465	0.4674325	0.1902945	0.3106926	0.6165357	0.2677774
0.2433372	0.7014516	0.1999764	0.6002478	0.1188245	0.5415928	0.6994919	0.3818672	0.5571502	0.2423552	0.2548449	0.2281327	0.4951665	0.5273037	0.5463782	0.4953389	0.6285599	0.0000217	0.7330799	0.0003030	0.7128841	0.4676181	0.0185105	0.4846376	0.5532712	0.0025691	0.6501353	0.0418857	0.2489713	0.8022234	0.4035805	0.4162367	0.5867442	0.4055593	0.5851182	0.0364842	0.3549063	0.4125534	0.2271066	0.1404570	0.3464212	0.0397268	0.4594462	0.3819553	0.6794464	0.6812067	0.2906062	0.1497371	0.0174481	0.0454008	0.4255640	0.6472751	0.0121978	0.2988817	0.2237045	0.4303826	0.2992815	0.5206942	0.1886705	0.1928303	0.2060231	0.2921850	0.1502105	0.4501594	0.3534504	0.0206395	0.2751259	0.5358364	0.4442513	0.0968510	0.5797413	0.0007058	0.0004807	0.6404350	0.3207664	0.0029822	0.3484980	0.6146495	0.5349154	0.0285001	0.7464222	0.3212369	0.0008080	0.4978928	0.1134932	0.0000142	0.0000010	0.6743931	0.5832910	0.3387980	0.0006503	0.0473271	0.3418153	0.0224856	0.5062766	0.5721307	0.2155349	0.2703744	0.3667029	0.7380348	0.4840280	0.3018348	0.2240083	0.1348045	0.3202091	0.3448826	0.2526301	0.2606748	0.3003457	0.5360409	0.5644061	0.2877528	0.2264077	0.0030270	0.7411333	0.1005057	0.6247567	0.4208903	0.1832606	0.4208595	0.4487722	0.6446174	0.1725872	0.2818995	0.3857384	0.1169361	0.1088682	0.2940671	0.4552646	0.6040624	0.5159064	0.5910056	0.1450088	0.6181997	0.0627066	0.4644080	0.1906735	0.5502176	0.2952894	0.1850282	0.7476536	0.4302783	0.1641412	0.7750128	0.0991015	0.8102317	0.5154173	0.2335917	0.6510915	0.3984750	0.7525364	0.6309932	0.3738156	0.1979397	0.6751291	0.6201075	0.4152693	0.2727640	0.6657634	0.3158119	0.5081975	0.3848822	0.3901537	0.4181751	0.6513176	0.2144499	0.1403603	0.4616009	0.2930769	0.0723072	0.2818327	0.7651481	0.4337817	0.2249530	0.3407470	0.0193047	0.2949593	0.4989635	0.3475659	0.0691192	0.0513382	0.6159214	0.0313032	0.1313405	0.2428854	0.5766668	0.0162598	0.4367184	0.0086726	0.1618294	0.6510736	0.4642683	0.3454648	0.6902209	0.2045933	0.5955058	0.1862540	0.1682767	0.7123681	0.1519326
0.1357648	0.6449386	0.0389348	0.5459725	0.3488470	0.4842756	0.6043647	0.4192840	0.6060237	0.1724921	0.5600235	0.2669425	0.7280068	0.3114587	0.5264286	0.7395813	0.6322349	0.0033339	0.4952834	0.2462242	0.4715931	0.4170045	0.0013893	0.1604009	0.4069861	0.0048069	0.6085828	0.1464363	0.2985902	0.5683617	0.4867386	0.6503162	0.5181019	0.3479997	0.6783813	0.2220103	0.6285918	0.2877714	0.0217281	0.0983491	0.3269887	0.1597905	0.3956225	0.6529746	0.6769136	0.5633175	0.3543305	0.0083917	0.0945510	0.0249513	0.6202072	0.4710447	0.1016640	0.2357952	0.2142524	0.1113530	0.6804114	0.7749682	0.4012285	0.2614376	0.1914908	0.7587924	0.0495570	0.1351234	0.2514504	0.0795820	0.3943810	0.7066176	0.4578367	0.0790292	0.5319841	0.2541793	0.5036480	0.2896803	0.5922863	0.0002181	0.6677040	0.5161606	0.4053629	0.2073698	0.8235609	0.3246363	0.0017696	0.6554504	0.0353884	0.0523100	0.0955431	0.2769651	0.3152051	0.3062843	0.0719535	0.2327651	0.3747337	0.0023338	0.2665024	0.5328749	0.2277369	0.0096537	0.3567407	0.4375883	0.2880380	0.2061610	0.1419814	0.3059867	0.4010856	0.1191542	0.2045539	0.3922168	0.4157751	0.4492396	0.7744394	0.2614539	0.0056125	0.0914825	0.4881337	0.0692016	0.4012527	0.4554433	0.1277174	0.6881309	0.6906265	0.1764281	0.1075035	0.2002129	0.5056989	0.4641021	0.1887178	0.3261777	0.4024726	0.3092728	0.6162941	0.5213309	0.2407960	0.7473352	0.0466572	0.4557180	0.0860107	0.6367489	0.6799243	0.4487064	0.5439188	0.4108537	0.2431521	0.4862032	0.0955130	0.6382386	0.4472857	0.3568703	0.5867355	0.2670634	0.8025539	0.6531455	0.3470972	0.2907894	0.5024903	0.7942554	0.2201186	0.3799734	0.6181276	0.3509958	0.3960838	0.2711867	0.6327097	0.1178715	0.3965831	0.4255279	0.0000022	0.6880938	0.1145006	0.2652341	0.3164964	0.6136600	0.1163383	0.2320128	0.1311136	0.2105473	0.0642975	0.1768513	0.2252442	0.3774800	0.0278306	0.5746258	0.0039746	0.3213342	0.4905698	0.4521696	0.0241219	0.3413777	0.0156897	0.1471989	0.5710409	0.5773075	0.3202286	0.5232406	0.2678727	0.6380554	0.3205289	0.4556121	0.6683575	0.2765684
0.0406079	0.6140823	0.1900299	0.5710956	0.1428894	0.4003458	0.5282609	0.6301748	0.5918377	0.3714467	0.5004387	0.2387309	0.3149243	0.3983759	0.5206196	0.6083005	0.5228022	0.3567799	0.3835923	0.0001227	0.7370034	0.3594266	0.0504294	0.1450161	0.4154907	0.0167407	0.7110479	0.0855982	0.1108623	0.5306649	0.7433111	0.6321574	0.4850383	0.5364776	0.5860737	0.0679880	0.4663414	0.2009252	0.2187844	0.2853318	0.4442340	0.0730240	0.6427972	0.4462574	0.6788197	0.6637041	0.2918707	0.3201881	0.1853075	0.3743083	0.3338633	0.3370766	0.0323582	0.3206882	0.6136184	0.6002081	0.6564952	0.5535653	0.2341222	0.1263358	0.0767668	0.5741806	0.3216905	0.2376060	0.3407742	0.0005544	0.2330837	0.5532267	0.4889654	0.1081740	0.6993803	0.0000291	0.0003856	0.3589098	0.3495174	0.0226371	0.6600050	0.5918366	0.1787711	0.2049882	0.6882325	0.3128684	0.0014762	0.7010233	0.0882832	0.0413518	0.1579341	0.5176415	0.4276855	0.3869017	0.2059347	0.0826198	0.4471648	0.0826156	0.5655761	0.6687894	0.5681550	0.1259927	0.3394218	0.3851520	0.3302814	0.2091582	0.4377296	0.3760261	0.2804241	0.1900600	0.3624289	0.3077821	0.2443615	0.3655444	0.4881012	0.3090941	0.0025401	0.0712002	0.7415339	0.0002495	0.5471010	0.5503656	0.0000483	0.2388560	0.4799123	0.1610883	0.1337536	0.0372138	0.4639314	0.4556598	0.0000067	0.2680785	0.2576200	0.3634120	0.5717149	0.5435498	0.5247666	0.6233987	0.0937973	0.4070359	0.3273515	0.4423315	0.6377540	0.7135515	0.6336957	0.4726306	0.4022907	0.7238769	0.1083886	0.6870041	0.3777757	0.3434940	0.7430397	0.2734234	0.7184758	0.6380959	0.4415698	0.3378004	0.5176000	0.6134315	0.2867505	0.3234399	0.6172657	0.2366832	0.4068703	0.4130675	0.6719973	0.1581191	0.6212142	0.4022876	0.0421668	0.6426550	0.3550689	0.3886667	0.0631735	0.6451716	0.4242782	0.3185418	0.3445195	0.1227148	0.2732593	0.2696958	0.4611488	0.2611714	0.0936631	0.4611706	0.0953401	0.3433717	0.4569891	0.6705102	0.0000663	0.4174927	0.0131775	0.2351761	0.5841325	0.4683008	0.2682370	0.5287374	0.0449199	0.5319959	0.3951996	0.5361714	0.6660478	0.3413927
